"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-CYB1",4.6348247570569e-09,0.271640689849612,0.97,0.889,0.000102707716616381,"4","MT-CYB"
"ILF3-AS11",4.92461129106801e-09,0.847745760637027,0.294,0.191,0.000109129386210067,"4","ILF3-AS1"
"ANXA13",5.065135504494e-09,0.319467867360232,0.545,0.393,0.000112243402779587,"4","ANXA1"
"DUSP21",8.79383387744592e-09,0.863833142263497,0.386,0.273,0.000194871358724202,"4","DUSP2"
"MIEN1",1.00104183769558e-08,0.794773813100117,0.254,0.158,0.00022183087123334,"4","MIEN1"
"MT-RNR11",1.09171777231039e-08,0.47800292702314,0.908,0.9,0.000241924658343983,"4","MT-RNR1"
"PSMA3-AS11",1.09839006106713e-08,0.781412582507506,0.343,0.244,0.000243403237532476,"4","PSMA3-AS1"
"GLIPR21",1.22025535727688e-08,0.72050159500641,0.267,0.166,0.000270408587172556,"4","GLIPR2"
"SELENOW",1.32699537790198e-08,0.650840498885564,0.257,0.158,0.000294062175743078,"4","SELENOW"
"PPIE",1.45154574240762e-08,0.653941024707396,0.254,0.158,0.000321662536517529,"4","PPIE"
"ARL6IP51",1.4841267700098e-08,0.627964527880427,0.37,0.274,0.000328882492234171,"4","ARL6IP5"
"CAPZA11",1.67798387864824e-08,0.647571871588785,0.449,0.359,0.00037184122750845,"4","CAPZA1"
"CIB11",1.81248151986722e-08,0.652270127838255,0.35,0.254,0.000401645904802576,"4","CIB1"
"CD21",1.92754359044372e-08,0.676302763158575,0.284,0.178,0.000427143659642329,"4","CD2"
"NDUFA13",2.50134521540244e-08,0.566552602699141,0.505,0.45,0.00055429809973318,"4","NDUFA1"
"RNASEK1",3.14560475671621e-08,0.426145602237888,0.571,0.49,0.000697066014088313,"4","RNASEK"
"CD691",3.59173042120057e-08,0.524685142539283,0.587,0.489,0.000795927461338046,"4","CD69"
"TSC22D31",3.77176455177443e-08,0.618324156508752,0.62,0.549,0.000835823024673215,"4","TSC22D3"
"SH3KBP1",3.97764834094462e-08,0.635964363427924,0.257,0.161,0.000881446872353327,"4","SH3KBP1"
"YME1L11",4.98412105922476e-08,0.693891114063767,0.31,0.215,0.00110448122672421,"4","YME1L1"
"MCL11",5.36201801340472e-08,0.586263557349804,0.432,0.33,0.00118822319177049,"4","MCL1"
"TAGLN21",5.72594094614648e-08,0.555077448683798,0.403,0.309,0.00126886851366606,"4","TAGLN2"
"TRAPPC11",7.41159931580648e-08,0.783919157546391,0.323,0.237,0.00164241040838272,"4","TRAPPC1"
"HNRNPDL1",7.51103343662983e-08,0.521234057076172,0.568,0.51,0.00166444500955717,"4","HNRNPDL"
"GPSM32",9.55338565040398e-08,0.616752407234137,0.459,0.371,0.00211703026012952,"4","GPSM3"
"RPS19BP1",9.81360880911533e-08,0.630854369874993,0.307,0.221,0.00217469571209996,"4","RPS19BP1"
"PPP1R15A2",1.14087861581035e-07,0.577809550666793,0.578,0.525,0.00252818701263574,"4","PPP1R15A"
"PNN",1.22359791114437e-07,0.625781894996377,0.33,0.238,0.00271149297109593,"4","PNN"
"MIER11",1.33928603179978e-07,0.650617291888024,0.32,0.23,0.00296785784646831,"4","MIER1"
"COPS91",1.34193358123678e-07,0.6786771858059,0.376,0.301,0.00297372481602071,"4","COPS9"
"PPDPF2",1.36319491284393e-07,0.483988966968846,0.63,0.581,0.00302083992686215,"4","PPDPF"
"PRRC2C1",1.67425197185424e-07,0.550573005337478,0.38,0.295,0.00371014236962899,"4","PRRC2C"
"CDC42SE21",2.74794862244004e-07,0.537953556686819,0.406,0.314,0.00608945414732714,"4","CDC42SE2"
"C16orf542",2.81281583357992e-07,0.630672727458256,0.323,0.224,0.0062331998872131,"4","C16orf54"
"COX6C1",2.81385121353801e-07,0.514304039251312,0.591,0.546,0.00623549428920022,"4","COX6C"
"RPL36AL1",3.09981998455882e-07,0.406100779971393,0.752,0.714,0.00686920108578235,"4","RPL36AL"
"CCDC85B1",3.26978779903612e-07,0.592426678089241,0.353,0.266,0.00724584976266405,"4","CCDC85B"
"SUMO22",3.55137446741218e-07,0.401985732371736,0.597,0.524,0.00786984581978539,"4","SUMO2"
"FUS",3.96088901883888e-07,0.613474646813132,0.337,0.256,0.00877733006574696,"4","FUS"
"ENO11",3.99264460621054e-07,0.516723940666181,0.459,0.372,0.00884770044736255,"4","ENO1"
"NEDD81",4.12195585294579e-07,0.540023880949275,0.479,0.434,0.00913425417012787,"4","NEDD8"
"SKP11",4.61611568534676e-07,0.443756909528916,0.653,0.721,0.0102293123587284,"4","SKP1"
"SSR4",4.92606049662735e-07,0.358486199107733,0.548,0.509,0.0109161500605262,"4","SSR4"
"HNRNPA31",6.77229586876132e-07,0.627422196927465,0.393,0.319,0.0150074076451751,"4","HNRNPA3"
"HSPA82",7.33265097671308e-07,0.437714195697223,0.614,0.544,0.0162491545643962,"4","HSPA8"
"NCL1",7.56673737641975e-07,0.625539047671472,0.426,0.356,0.0167678900261462,"4","NCL"
